state,city,pollutant,value,year,month,day
Iowa,Des Moines,O3,0.05,2015,10,292
Iowa,Des Moines,SO2,0.7,2015,10,292
Iowa,Des Moines,CO,0.3575,2015,10,293
Iowa,Des Moines,NO2,19.5,2015,10,293
Iowa,Des Moines,O3,0.0395,2015,10,293
Iowa,Des Moines,SO2,0.75,2015,10,293
Iowa,Des Moines,CO,0.3585,2015,10,294
Iowa,Des Moines,NO2,17.6,2015,10,294
Iowa,Des Moines,O3,0.035,2015,10,294
Iowa,Des Moines,SO2,0.35,2015,10,294
Iowa,Des Moines,CO,0.306,2015,10,295
Iowa,Des Moines,NO2,14.9,2015,10,295
Iowa,Des Moines,O3,0.027000000000000003,2015,10,295
Iowa,Des Moines,SO2,0.30000000000000004,2015,10,295
Iowa,Des Moines,CO,0.3745,2015,10,296
Iowa,Des Moines,NO2,13.1,2015,10,296
Iowa,Des Moines,O3,0.017,2015,10,296
Iowa,Des Moines,SO2,0.6499999999999999,2015,10,296
Iowa,Des Moines,CO,0.2125,2015,10,297
Iowa,Des Moines,NO2,8.7,2015,10,297
Iowa,Des Moines,O3,0.028999999999999998,2015,10,297
Iowa,Des Moines,SO2,0.05,2015,10,297
Iowa,Des Moines,CO,0.3775,2015,10,298
Iowa,Des Moines,NO2,14.5,2015,10,298
Iowa,Des Moines,O3,0.034,2015,10,298
Iowa,Des Moines,SO2,0.25,2015,10,298
Iowa,Des Moines,CO,0.2785,2015,10,299
Iowa,Des Moines,NO2,19.0,2015,10,299
Iowa,Des Moines,O3,0.032,2015,10,299
Iowa,Des Moines,SO2,0.55,2015,10,299
Iowa,Des Moines,CO,0.28800000000000003,2015,10,300
Iowa,Des Moines,NO2,11.9,2015,10,300
Iowa,Des Moines,O3,0.016,2015,10,300
Iowa,Des Moines,SO2,0.25,2015,10,300
Ohio,Cincinnati,CO,0.245,2012,1,1
Ohio,Cincinnati,NO2,20.0,2012,1,1
Ohio,Cincinnati,O3,0.03,2012,1,1
Ohio,Cincinnati,SO2,4.199999999999998,2012,1,1
Ohio,Cincinnati,CO,0.185,2012,1,2
Ohio,Cincinnati,NO2,9.0,2012,1,2
Ohio,Cincinnati,O3,0.025,2012,1,2
Ohio,Cincinnati,SO2,6.35,2012,1,2
Ohio,Cincinnati,CO,0.335,2012,1,3
Ohio,Cincinnati,NO2,31.0,2012,1,3
Ohio,Cincinnati,O3,0.025,2012,1,3
Ohio,Cincinnati,SO2,4.25,2012,1,3
Ohio,Cincinnati,CO,0.305,2012,1,4
Ohio,Cincinnati,NO2,25.0,2012,1,4
Ohio,Cincinnati,O3,0.016,2012,1,4
Ohio,Cincinnati,SO2,17.15,2012,1,4
Ohio,Cincinnati,CO,0.345,2012,1,5
Ohio,Cincinnati,NO2,21.0,2012,1,5
Ohio,Cincinnati,O3,0.016,2012,1,5
Ohio,Cincinnati,SO2,11.05,2012,1,5
Ohio,Cincinnati,CO,0.22,2012,1,6
Ohio,Cincinnati,NO2,23.0,2012,1,6
Ohio,Cincinnati,O3,0.028999999999999998,2012,1,6
Ohio,Cincinnati,SO2,6.95,2012,1,6
Ohio,Cincinnati,CO,0.215,2012,1,7
Ohio,Cincinnati,NO2,17.0,2012,1,7
Ohio,Cincinnati,O3,0.027000000000000003,2012,1,7
Ohio,Cincinnati,SO2,8.35,2012,1,7
Ohio,Cincinnati,CO,0.235,2012,1,8
Ohio,Cincinnati,NO2,21.0,2012,1,8
Ohio,Cincinnati,O3,0.024,2012,1,8
Ohio,Cincinnati,SO2,13.05,2012,1,8
Ohio,Cincinnati,CO,0.37,2012,1,9
Ohio,Cincinnati,NO2,34.0,2012,1,9
Ohio,Cincinnati,O3,0.017,2012,1,9
Ohio,Cincinnati,SO2,36.75,2012,1,9
Ohio,Cincinnati,CO,0.72,2012,1,10
Ohio,Cincinnati,NO2,38.0,2012,1,10
Ohio,Cincinnati,O3,0.016,2012,1,10
Ohio,Cincinnati,SO2,25.55,2012,1,10
Ohio,Cincinnati,CO,0.5349999999999999,2012,1,11
Ohio,Cincinnati,NO2,23.0,2012,1,11
Ohio,Cincinnati,O3,0.012,2012,1,11
Ohio,Cincinnati,SO2,24.25,2012,1,11
Ohio,Cincinnati,CO,0.355,2012,1,12
Ohio,Cincinnati,NO2,18.0,2012,1,12
Ohio,Cincinnati,O3,0.019,2012,1,12
Ohio,Cincinnati,SO2,13.2,2012,1,12
Ohio,Cincinnati,CO,0.215,2012,1,13
Ohio,Cincinnati,NO2,13.0,2012,1,13
Ohio,Cincinnati,O3,0.018000000000000002,2012,1,13
Ohio,Cincinnati,SO2,8.2,2012,1,13
Ohio,Cincinnati,CO,0.225,2012,1,14
Ohio,Cincinnati,NO2,22.0,2012,1,14
Ohio,Cincinnati,O3,0.018000000000000002,2012,1,14
Ohio,Cincinnati,SO2,20.0,2012,1,14
Ohio,Cincinnati,CO,0.25,2012,1,15
Ohio,Cincinnati,NO2,17.0,2012,1,15
Ohio,Cincinnati,O3,0.024,2012,1,15
Ohio,Cincinnati,SO2,13.25,2012,1,15
Ohio,Cincinnati,CO,0.215,2012,1,16
Ohio,Cincinnati,NO2,15.0,2012,1,16
Ohio,Cincinnati,O3,0.033,2012,1,16
Ohio,Cincinnati,SO2,2.6500000000000004,2012,1,16
Ohio,Cincinnati,CO,0.21,2012,1,17
Ohio,Cincinnati,NO2,20.0,2012,1,17
Ohio,Cincinnati,O3,0.032,2012,1,17
Ohio,Cincinnati,SO2,2.45,2012,1,17
Ohio,Cincinnati,CO,0.365,2012,1,18
Ohio,Cincinnati,NO2,28.0,2012,1,18
Ohio,Cincinnati,O3,0.024,2012,1,18
Ohio,Cincinnati,SO2,4.45,2012,1,18
Ohio,Cincinnati,CO,0.295,2012,1,19
Ohio,Cincinnati,NO2,17.0,2012,1,19
Ohio,Cincinnati,O3,0.019,2012,1,19
Ohio,Cincinnati,SO2,13.95,2012,1,19
Ohio,Cincinnati,CO,0.335,2012,1,20
Ohio,Cincinnati,NO2,16.0,2012,1,20
Ohio,Cincinnati,O3,0.013999999999999999,2012,1,20
Ohio,Cincinnati,SO2,4.05,2012,1,20
Ohio,Cincinnati,CO,0.225,2012,1,21
Ohio,Cincinnati,NO2,16.0,2012,1,21
Ohio,Cincinnati,O3,0.024,2012,1,21
Ohio,Cincinnati,SO2,8.15,2012,1,21
Ohio,Cincinnati,CO,0.31,2012,1,22
Ohio,Cincinnati,NO2,13.0,2012,1,22
Ohio,Cincinnati,O3,0.027000000000000003,2012,1,22
Ohio,Cincinnati,SO2,45.85,2012,1,22
Ohio,Cincinnati,CO,0.28,2012,1,23
Ohio,Cincinnati,NO2,16.0,2012,1,23
Ohio,Cincinnati,O3,0.033,2012,1,23
Ohio,Cincinnati,SO2,9.1,2012,1,23
Ohio,Cincinnati,CO,0.23,2012,1,24
Ohio,Cincinnati,NO2,19.0,2012,1,24
Ohio,Cincinnati,O3,0.013999999999999999,2012,1,24
Ohio,Cincinnati,SO2,11.1,2012,1,24
Ohio,Cincinnati,CO,0.335,2012,1,25
Ohio,Cincinnati,NO2,17.0,2012,1,25
Ohio,Cincinnati,O3,0.011000000000000001,2012,1,25
Ohio,Cincinnati,SO2,20.2,2012,1,25
Ohio,Cincinnati,CO,0.765,2012,1,26
Ohio,Cincinnati,NO2,25.0,2012,1,26
Ohio,Cincinnati,O3,0.004,2012,1,26
Ohio,Cincinnati,SO2,2.75,2012,1,26
Ohio,Cincinnati,CO,0.42,2012,1,27
Ohio,Cincinnati,NO2,19.0,2012,1,27
Ohio,Cincinnati,O3,0.015,2012,1,27
Ohio,Cincinnati,SO2,7.699999999999998,2012,1,27
Ohio,Cincinnati,CO,0.25,2012,1,28
Ohio,Cincinnati,NO2,20.0,2012,1,28
Ohio,Cincinnati,O3,0.033,2012,1,28
Ohio,Cincinnati,SO2,5.45,2012,1,28
Ohio,Cincinnati,CO,0.2,2012,1,29
Ohio,Cincinnati,NO2,18.0,2012,1,29
Ohio,Cincinnati,O3,0.03,2012,1,29
Ohio,Cincinnati,SO2,5.25,2012,1,29
Ohio,Cincinnati,CO,0.36,2012,1,30
Ohio,Cincinnati,NO2,29.0,2012,1,30
Ohio,Cincinnati,O3,0.034,2012,1,30
Ohio,Cincinnati,SO2,3.85,2012,1,30
Ohio,Cincinnati,CO,0.235,2012,1,31
Ohio,Cincinnati,NO2,18.0,2012,1,31
Ohio,Cincinnati,O3,0.032,2012,1,31
Ohio,Cincinnati,SO2,4.25,2012,1,31
Ohio,Cincinnati,CO,0.355,2012,2,32
Ohio,Cincinnati,NO2,30.0,2012,2,32
Ohio,Cincinnati,O3,0.027999999999999997,2012,2,32
Ohio,Cincinnati,SO2,10.15,2012,2,32
Ohio,Cincinnati,CO,0.34,2012,2,33
Ohio,Cincinnati,NO2,30.0,2012,2,33
Ohio,Cincinnati,O3,0.022000000000000002,2012,2,33
Ohio,Cincinnati,SO2,2.6,2012,2,33
Ohio,Cincinnati,CO,0.445,2012,2,34
Ohio,Cincinnati,NO2,26.0,2012,2,34
Ohio,Cincinnati,O3,0.02,2012,2,34
Ohio,Cincinnati,SO2,102.35,2012,2,34
Ohio,Cincinnati,CO,0.295,2012,2,35
Ohio,Cincinnati,NO2,16.0,2012,2,35
Ohio,Cincinnati,O3,0.022000000000000002,2012,2,35
Ohio,Cincinnati,SO2,8.95,2012,2,35
Ohio,Cincinnati,CO,0.385,2012,2,36
Ohio,Cincinnati,NO2,34.0,2012,2,36
Ohio,Cincinnati,O3,0.032,2012,2,36
Ohio,Cincinnati,SO2,1.65,2012,2,36
Ohio,Cincinnati,CO,1.1949999999999998,2012,2,37
Ohio,Cincinnati,NO2,43.0,2012,2,37
Ohio,Cincinnati,O3,0.025,2012,2,37
Ohio,Cincinnati,SO2,18.2,2012,2,37
Ohio,Cincinnati,CO,0.3,2012,2,38
Ohio,Cincinnati,NO2,26.0,2012,2,38
Ohio,Cincinnati,O3,0.019,2012,2,38
Ohio,Cincinnati,SO2,11.95,2012,2,38
Ohio,Cincinnati,CO,0.23,2012,2,39
Ohio,Cincinnati,NO2,22.0,2012,2,39
Ohio,Cincinnati,O3,0.022000000000000002,2012,2,39
Ohio,Cincinnati,SO2,3.15,2012,2,39
Ohio,Cincinnati,CO,0.42,2012,2,40
Ohio,Cincinnati,NO2,25.0,2012,2,40
Ohio,Cincinnati,O3,0.016,2012,2,40
Ohio,Cincinnati,SO2,21.7,2012,2,40
Ohio,Cincinnati,CO,0.325,2012,2,41
Ohio,Cincinnati,NO2,25.0,2012,2,41
Ohio,Cincinnati,O3,0.021,2012,2,41
Ohio,Cincinnati,SO2,5.2,2012,2,41
Ohio,Cincinnati,CO,0.42,2012,2,44
Ohio,Cincinnati,NO2,26.0,2012,2,44
Ohio,Cincinnati,O3,0.018000000000000002,2012,2,44
Ohio,Cincinnati,SO2,17.45,2012,2,44
Ohio,Cincinnati,CO,0.39,2012,2,45
Ohio,Cincinnati,NO2,26.0,2012,2,45
Ohio,Cincinnati,O3,0.015,2012,2,45
Ohio,Cincinnati,SO2,8.95,2012,2,45
Ohio,Cincinnati,CO,0.435,2012,2,46
Ohio,Cincinnati,NO2,29.0,2012,2,46
Ohio,Cincinnati,O3,0.021,2012,2,46
Ohio,Cincinnati,SO2,17.65,2012,2,46
Ohio,Cincinnati,CO,0.435,2012,2,47
Ohio,Cincinnati,NO2,28.0,2012,2,47
Ohio,Cincinnati,O3,0.015,2012,2,47
Ohio,Cincinnati,SO2,2.65,2012,2,47
Ohio,Cincinnati,CO,0.62,2012,2,48
Ohio,Cincinnati,NO2,40.0,2012,2,48
Ohio,Cincinnati,O3,0.032,2012,2,48
Ohio,Cincinnati,SO2,4.85,2012,2,48
Ohio,Cincinnati,CO,0.475,2012,2,49
Ohio,Cincinnati,NO2,33.0,2012,2,49
Ohio,Cincinnati,O3,0.035,2012,2,49
Ohio,Cincinnati,SO2,5.85,2012,2,49
Ohio,Cincinnati,CO,0.215,2012,2,50
Ohio,Cincinnati,NO2,15.0,2012,2,50
Ohio,Cincinnati,O3,0.031,2012,2,50
Ohio,Cincinnati,SO2,9.3,2012,2,50
Ohio,Cincinnati,CO,0.34,2012,2,51
Ohio,Cincinnati,NO2,22.0,2012,2,51
Ohio,Cincinnati,O3,0.025,2012,2,51
Ohio,Cincinnati,SO2,59.45,2012,2,51
Ohio,Cincinnati,CO,0.28,2012,2,52
Ohio,Cincinnati,NO2,12.0,2012,2,52
Ohio,Cincinnati,O3,0.024,2012,2,52
Ohio,Cincinnati,SO2,5.6,2012,2,52
Ohio,Cincinnati,CO,0.355,2012,2,53
Ohio,Cincinnati,NO2,27.0,2012,2,53
Ohio,Cincinnati,O3,0.035,2012,2,53
Ohio,Cincinnati,SO2,6.25,2012,2,53
Ohio,Cincinnati,CO,0.525,2012,2,54
Ohio,Cincinnati,NO2,35.0,2012,2,54
Ohio,Cincinnati,O3,0.028999999999999998,2012,2,54
Ohio,Cincinnati,SO2,6.35,2012,2,54
Ohio,Cincinnati,CO,0.37,2012,2,55
Ohio,Cincinnati,NO2,35.0,2012,2,55
Ohio,Cincinnati,O3,0.03,2012,2,55
Ohio,Cincinnati,SO2,13.65,2012,2,55
Ohio,Cincinnati,CO,0.31,2012,2,56
Ohio,Cincinnati,NO2,26.0,2012,2,56
Ohio,Cincinnati,O3,0.028999999999999998,2012,2,56
Ohio,Cincinnati,SO2,2.3,2012,2,56
Ohio,Cincinnati,CO,0.335,2012,2,57
Ohio,Cincinnati,NO2,27.0,2012,2,57
Ohio,Cincinnati,O3,0.033,2012,2,57
Ohio,Cincinnati,SO2,6.75,2012,2,57
Ohio,Cincinnati,CO,0.3,2012,2,58
Ohio,Cincinnati,NO2,22.0,2012,2,58
Ohio,Cincinnati,O3,0.036000000000000004,2012,2,58
Ohio,Cincinnati,SO2,6.9,2012,2,58
Ohio,Cincinnati,CO,0.325,2012,2,59
Ohio,Cincinnati,NO2,32.0,2012,2,59
Ohio,Cincinnati,O3,0.027999999999999997,2012,2,59
Ohio,Cincinnati,SO2,81.85,2012,2,59
Ohio,Cincinnati,CO,0.295,2012,2,60
Ohio,Cincinnati,NO2,16.0,2012,2,60
Ohio,Cincinnati,O3,0.04,2012,2,60
Ohio,Cincinnati,SO2,20.85,2012,2,60
Ohio,Cincinnati,CO,0.32,2013,2,43
Ohio,Cincinnati,NO2,35.0,2013,2,43
Ohio,Cincinnati,O3,0.027000000000000003,2013,2,43
Ohio,Cincinnati,SO2,11.2,2013,2,43
Ohio,Cincinnati,CO,0.315,2013,2,44
Ohio,Cincinnati,NO2,24.0,2013,2,44
Ohio,Cincinnati,O3,0.017,2013,2,44
Ohio,Cincinnati,SO2,12.1,2013,2,44
Ohio,Cincinnati,CO,0.28500000000000003,2013,2,45
Ohio,Cincinnati,NO2,21.0,2013,2,45
Ohio,Cincinnati,O3,0.028999999999999998,2013,2,45
Ohio,Cincinnati,SO2,6.25,2013,2,45
Ohio,Cincinnati,CO,0.32,2013,2,46
Ohio,Cincinnati,NO2,34.0,2013,2,46
Ohio,Cincinnati,O3,0.03,2013,2,46
Ohio,Cincinnati,SO2,13.45,2013,2,46
Ohio,Cincinnati,CO,0.34,2013,2,47
Ohio,Cincinnati,NO2,32.0,2013,2,47
Ohio,Cincinnati,O3,0.033,2013,2,47
Ohio,Cincinnati,SO2,1.9,2013,2,47
Ohio,Cincinnati,CO,0.39,2013,2,48
Ohio,Cincinnati,NO2,36.0,2013,2,48
Ohio,Cincinnati,O3,0.036000000000000004,2013,2,48
Ohio,Cincinnati,SO2,14.25,2013,2,48
Ohio,Cincinnati,CO,0.365,2013,2,49
Ohio,Cincinnati,NO2,23.0,2013,2,49
Ohio,Cincinnati,O3,0.045,2013,2,49
Ohio,Cincinnati,SO2,2.8,2013,2,49
Ohio,Cincinnati,CO,0.225,2013,2,50
Ohio,Cincinnati,NO2,11.0,2013,2,50
Ohio,Cincinnati,O3,0.034,2013,2,50
Ohio,Cincinnati,SO2,3.4,2013,2,50
Ohio,Cincinnati,CO,0.235,2013,2,51
Ohio,Cincinnati,NO2,18.0,2013,2,51
Ohio,Cincinnati,O3,0.032,2013,2,51
Ohio,Cincinnati,SO2,3.05,2013,2,51
Ohio,Cincinnati,CO,0.255,2013,2,52
Ohio,Cincinnati,NO2,15.0,2013,2,52
Ohio,Cincinnati,O3,0.03,2013,2,52
Ohio,Cincinnati,SO2,6.449999999999998,2013,2,52
Ohio,Cincinnati,CO,0.605,2013,2,53
Ohio,Cincinnati,NO2,31.0,2013,2,53
Ohio,Cincinnati,O3,0.023,2013,2,53
Ohio,Cincinnati,SO2,8.95,2013,2,53
Ohio,Cincinnati,CO,0.54,2013,2,54
Ohio,Cincinnati,NO2,31.0,2013,2,54
Ohio,Cincinnati,O3,0.037000000000000005,2013,2,54
Ohio,Cincinnati,SO2,16.0,2013,2,54
Ohio,Cincinnati,CO,0.255,2013,2,55
Ohio,Cincinnati,NO2,27.0,2013,2,55
Ohio,Cincinnati,O3,0.043,2013,2,55
Ohio,Cincinnati,SO2,4.6,2013,2,55
Ohio,Cincinnati,CO,0.345,2013,2,56
Ohio,Cincinnati,NO2,28.0,2013,2,56
Ohio,Cincinnati,O3,0.037000000000000005,2013,2,56
Ohio,Cincinnati,SO2,3.0,2013,2,56
Ohio,Cincinnati,CO,0.33,2013,2,57
Ohio,Cincinnati,NO2,23.0,2013,2,57
Ohio,Cincinnati,O3,0.03,2013,2,57
Ohio,Cincinnati,SO2,4.1,2013,2,57
Ohio,Cincinnati,CO,0.295,2013,2,58
Ohio,Cincinnati,NO2,16.0,2013,2,58
Ohio,Cincinnati,O3,0.032,2013,2,58
Ohio,Cincinnati,SO2,3.2,2013,2,58
Ohio,Cincinnati,CO,0.3,2013,2,59
Ohio,Cincinnati,NO2,16.0,2013,2,59
Ohio,Cincinnati,O3,0.031,2013,2,59
Ohio,Cincinnati,SO2,3.95,2013,2,59
Ohio,Cincinnati,CO,0.35,2013,3,60
Ohio,Cincinnati,NO2,24.0,2013,3,60
Ohio,Cincinnati,O3,0.031,2013,3,60
Ohio,Cincinnati,SO2,1.6,2013,3,60
Ohio,Cincinnati,CO,0.275,2013,3,61
Ohio,Cincinnati,NO2,17.0,2013,3,61
Ohio,Cincinnati,O3,0.034,2013,3,61
Ohio,Cincinnati,SO2,2.95,2013,3,61
Ohio,Cincinnati,CO,0.24,2013,3,62
Ohio,Cincinnati,NO2,16.0,2013,3,62
Ohio,Cincinnati,O3,0.038,2013,3,62
Ohio,Cincinnati,SO2,0.8,2013,3,62
Ohio,Cincinnati,CO,0.7849999999999999,2013,3,63
Ohio,Cincinnati,NO2,37.0,2013,3,63
Ohio,Cincinnati,O3,0.033,2013,3,63
Ohio,Cincinnati,SO2,26.25,2013,3,63
Ohio,Cincinnati,CO,0.345,2013,3,64
Ohio,Cincinnati,NO2,27.0,2013,3,64
Ohio,Cincinnati,O3,0.033,2013,3,64
Ohio,Cincinnati,SO2,2.1500000000000004,2013,3,64
Ohio,Cincinnati,CO,0.28500000000000003,2013,3,65
Ohio,Cincinnati,NO2,15.0,2013,3,65
Ohio,Cincinnati,O3,0.031,2013,3,65
Ohio,Cincinnati,SO2,1.65,2013,3,65
Ohio,Cincinnati,CO,0.32,2013,3,66
Ohio,Cincinnati,NO2,23.0,2013,3,66
Ohio,Cincinnati,O3,0.032,2013,3,66
Ohio,Cincinnati,SO2,1.0499999999999998,2013,3,66
Ohio,Cincinnati,CO,0.345,2013,3,67
Ohio,Cincinnati,NO2,42.0,2013,3,67
Ohio,Cincinnati,O3,0.043,2013,3,67
Ohio,Cincinnati,SO2,30.950000000000006,2013,3,67
Ohio,Cincinnati,CO,0.37,2013,3,68
Ohio,Cincinnati,NO2,28.0,2013,3,68
Ohio,Cincinnati,O3,0.036000000000000004,2013,3,68
Ohio,Cincinnati,SO2,82.9,2013,3,68
Ohio,Cincinnati,CO,0.295,2013,3,69
Ohio,Cincinnati,NO2,15.0,2013,3,69
Ohio,Cincinnati,O3,0.051,2013,3,69
Ohio,Cincinnati,SO2,0.8,2013,3,69
Ohio,Cincinnati,CO,0.32,2013,3,70
Ohio,Cincinnati,NO2,22.0,2013,3,70
Ohio,Cincinnati,O3,0.035,2013,3,70
Ohio,Cincinnati,SO2,2.2,2013,3,70
Ohio,Cincinnati,CO,0.225,2013,3,71
Ohio,Cincinnati,NO2,19.0,2013,3,71
Ohio,Cincinnati,O3,0.037000000000000005,2013,3,71
Ohio,Cincinnati,SO2,11.5,2013,3,71
Ohio,Cincinnati,CO,0.22,2013,3,72
Ohio,Cincinnati,NO2,15.0,2013,3,72
Ohio,Cincinnati,O3,0.035,2013,3,72
Ohio,Cincinnati,SO2,6.1,2013,3,72
Ohio,Cincinnati,CO,0.325,2013,3,73
Ohio,Cincinnati,NO2,36.0,2013,3,73
Ohio,Cincinnati,O3,0.037000000000000005,2013,3,73
Ohio,Cincinnati,SO2,19.05,2013,3,73
Ohio,Cincinnati,CO,0.495,2013,3,74
Ohio,Cincinnati,NO2,43.0,2013,3,74
Ohio,Cincinnati,O3,0.027000000000000003,2013,3,74
Ohio,Cincinnati,SO2,36.1,2013,3,74
Ohio,Cincinnati,CO,0.455,2013,3,75
Ohio,Cincinnati,NO2,24.0,2013,3,75
Ohio,Cincinnati,O3,0.036000000000000004,2013,3,75
Ohio,Cincinnati,SO2,6.8,2013,3,75
Ohio,Cincinnati,CO,0.35,2013,3,76
Ohio,Cincinnati,NO2,11.0,2013,3,76
Ohio,Cincinnati,O3,0.034,2013,3,76
Ohio,Cincinnati,SO2,1.85,2013,3,76
Ohio,Cincinnati,CO,0.34,2013,3,77
Ohio,Cincinnati,NO2,21.0,2013,3,77
Ohio,Cincinnati,O3,0.026000000000000002,2013,3,77
Ohio,Cincinnati,SO2,3.1,2013,3,77
Ohio,Cincinnati,CO,0.205,2013,3,78
Ohio,Cincinnati,NO2,14.0,2013,3,78
Ohio,Cincinnati,O3,0.04,2013,3,78
Ohio,Cincinnati,SO2,11.95,2013,3,78
Ohio,Cincinnati,CO,0.355,2013,3,79
Ohio,Cincinnati,NO2,37.0,2013,3,79
Ohio,Cincinnati,O3,0.04,2013,3,79
Ohio,Cincinnati,SO2,8.7,2013,3,79
Ohio,Cincinnati,CO,0.265,2013,3,80
Ohio,Cincinnati,NO2,28.0,2013,3,80
Ohio,Cincinnati,O3,0.038,2013,3,80
Ohio,Cincinnati,SO2,0.85,2013,3,80
Ohio,Cincinnati,CO,0.35,2013,3,81
Ohio,Cincinnati,NO2,39.0,2013,3,81
Ohio,Cincinnati,O3,0.038,2013,3,81
Ohio,Cincinnati,SO2,7.75,2013,3,81
Ohio,Cincinnati,CO,0.455,2013,3,82
Ohio,Cincinnati,NO2,43.0,2013,3,82
Ohio,Cincinnati,O3,0.045,2013,3,82
Ohio,Cincinnati,SO2,7.2,2013,3,82
Ohio,Cincinnati,CO,0.325,2013,3,83
Ohio,Cincinnati,NO2,28.0,2013,3,83
Ohio,Cincinnati,O3,0.036000000000000004,2013,3,83
Ohio,Cincinnati,SO2,3.45,2013,3,83
Ohio,Cincinnati,CO,0.3,2013,3,84
Ohio,Cincinnati,NO2,31.0,2013,3,84
Ohio,Cincinnati,O3,0.037000000000000005,2013,3,84
Ohio,Cincinnati,SO2,1.25,2013,3,84
Ohio,Cincinnati,CO,0.245,2013,3,85
Ohio,Cincinnati,NO2,15.0,2013,3,85
Ohio,Cincinnati,O3,0.037000000000000005,2013,3,85
Ohio,Cincinnati,SO2,1.15,2013,3,85
Ohio,Cincinnati,CO,0.235,2013,3,86
Ohio,Cincinnati,NO2,24.0,2013,3,86
Ohio,Cincinnati,O3,0.04,2013,3,86
Ohio,Cincinnati,SO2,2.5,2013,3,86
Ohio,Cincinnati,CO,0.45,2013,3,87
Ohio,Cincinnati,NO2,47.0,2013,3,87
Ohio,Cincinnati,O3,0.043,2013,3,87
Ohio,Cincinnati,SO2,2.35,2013,3,87
Ohio,Cincinnati,CO,0.8600000000000001,2013,3,88
Ohio,Cincinnati,NO2,50.0,2013,3,88
Ohio,Cincinnati,O3,0.05,2013,3,88
Ohio,Cincinnati,SO2,13.95,2013,3,88
Ohio,Cincinnati,CO,0.72,2013,3,89
Ohio,Cincinnati,NO2,44.0,2013,3,89
Ohio,Cincinnati,O3,0.055999999999999994,2013,3,89
Ohio,Cincinnati,SO2,39.7,2013,3,89
Ohio,Cincinnati,CO,0.3,2013,3,90
Ohio,Cincinnati,NO2,20.0,2013,3,90
Ohio,Cincinnati,O3,0.040999999999999995,2013,3,90
Ohio,Cincinnati,SO2,1.9,2013,3,90
Ohio,Cincinnati,CO,0.215,2013,4,91
Ohio,Cincinnati,NO2,15.0,2013,4,91
Ohio,Cincinnati,O3,0.051,2013,4,91
Ohio,Cincinnati,SO2,0.9,2013,4,91
Ohio,Cincinnati,CO,0.35,2013,4,92
Ohio,Cincinnati,NO2,36.0,2013,4,92
Ohio,Cincinnati,O3,0.05,2013,4,92
Ohio,Cincinnati,SO2,2.1,2013,4,92
Ohio,Cincinnati,CO,0.335,2013,4,93
Ohio,Cincinnati,NO2,43.0,2013,4,93
Ohio,Cincinnati,O3,0.05,2013,4,93
Ohio,Cincinnati,SO2,1.9,2013,4,93
Ohio,Cincinnati,CO,0.36,2013,4,94
Ohio,Cincinnati,NO2,37.0,2013,4,94
Ohio,Cincinnati,O3,0.046,2013,4,94
Ohio,Cincinnati,SO2,17.2,2013,4,94
Ohio,Cincinnati,CO,0.355,2013,4,95
Ohio,Cincinnati,NO2,40.0,2013,4,95
Ohio,Cincinnati,O3,0.055999999999999994,2013,4,95
Ohio,Cincinnati,SO2,5.85,2013,4,95
Ohio,Cincinnati,CO,0.305,2013,4,96
Ohio,Cincinnati,NO2,15.0,2013,4,96
Ohio,Cincinnati,O3,0.057999999999999996,2013,4,96
Ohio,Cincinnati,SO2,21.6,2013,4,96
Ohio,Cincinnati,CO,0.305,2013,4,97
Ohio,Cincinnati,NO2,22.0,2013,4,97
Ohio,Cincinnati,O3,0.055999999999999994,2013,4,97
Ohio,Cincinnati,SO2,3.2,2013,4,97
Ohio,Cincinnati,CO,0.36,2013,4,98
Ohio,Cincinnati,NO2,31.0,2013,4,98
Ohio,Cincinnati,O3,0.046,2013,4,98
Ohio,Cincinnati,SO2,1.5,2013,4,98
Ohio,Cincinnati,CO,0.36,2013,4,99
Ohio,Cincinnati,NO2,28.0,2013,4,99
Ohio,Cincinnati,O3,0.044000000000000004,2013,4,99
Ohio,Cincinnati,SO2,4.4,2013,4,99
Ohio,Cincinnati,CO,0.245,2013,4,100
Ohio,Cincinnati,NO2,16.0,2013,4,100
Ohio,Cincinnati,O3,0.038,2013,4,100
Ohio,Cincinnati,SO2,3.65,2013,4,100
Ohio,Cincinnati,CO,0.3,2013,4,101
Ohio,Cincinnati,NO2,19.0,2013,4,101
Ohio,Cincinnati,O3,0.03,2013,4,101
Ohio,Cincinnati,SO2,1.25,2013,4,101
Ohio,Cincinnati,CO,0.245,2013,4,102
Ohio,Cincinnati,NO2,25.0,2013,4,102
Ohio,Cincinnati,O3,0.040999999999999995,2013,4,102
Ohio,Cincinnati,SO2,5.8,2013,4,102
Ohio,Cincinnati,CO,0.23,2013,4,103
Ohio,Cincinnati,NO2,28.0,2013,4,103
Ohio,Cincinnati,O3,0.045,2013,4,103
Ohio,Cincinnati,SO2,6.15,2013,4,103
Ohio,Cincinnati,CO,0.23,2013,4,104
Ohio,Cincinnati,NO2,15.0,2013,4,104
Ohio,Cincinnati,O3,0.043,2013,4,104
Ohio,Cincinnati,SO2,4.4,2013,4,104
Ohio,Cincinnati,CO,0.305,2013,4,105
Ohio,Cincinnati,NO2,18.0,2013,4,105
Ohio,Cincinnati,O3,0.043,2013,4,105
Ohio,Cincinnati,SO2,0.9,2013,4,105
